sumo_id,from,to,priority,type,speed,lanes,allow,disallow,has_traffic_light,type_clean,length,bearing,start_x,start_y,end_x,end_y
101599079#2,1172949633,1172949680,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,21.918002550649053,211.15138717264165,2688.98,3596.72,2680.04,3581.93
101599079#3,1172949680,1172949672,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.614524383079473,71.25107709435775,2680.04,3581.93,2696.98,3587.68
101599083#0,1172949655,11047788076,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,81.5548917880429,77.41403751212766,2592.81,3562.07,2672.4,3579.84
101599083#1,11047788076,1172949680,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,7.920713351712506,74.70047089097898,2672.4,3579.84,2680.04,3581.93
101600741#0,534718083,1172966009,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,118.47635924521002,97.69307260623714,2612.43,3368.37,2729.84,3352.51
101600741#1,1172966009,1172985102,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,154.4665271183369,98.27068718985237,2729.84,3352.51,2882.7,3330.29
101600741#2,1172985102,1172985096,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,28.027218913049758,93.66177236618472,2882.7,3330.29,2910.67,3328.5
101600741#3,1172985096,1172985047,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,90.0393985986135,87.91870656207237,2910.67,3328.5,3000.65,3331.77
101600741#4,1172985047,1172966013,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,59.05476199615281,88.71921017959608,3000.65,3331.77,3059.69,3333.09
101601551,1172985063,1172985096,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,107.40688805315564,178.46337294677357,2907.79,3435.86,2910.67,3328.5
101601553#0,1172985047,1172985090,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,49.750578891104375,180.2763996062917,3000.65,3331.77,3000.41,3282.02
101601553#1,1172985090,1162051794,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,185.03206544983325,203.32745716893461,3000.41,3282.02,2939.61,3141.03
101601557,1172985104,1172985090,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,22.44515673477273,332.5896419078868,3009.76,3263.99,3000.41,3282.02
101601559,1172985101,534718081,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,113.55609499012134,84.08138837178637,2514.64,3308.35,2627.5,3320.05
101601561,1172985093,1172985047,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,97.14050153838244,168.29878998549862,2981.43,3424.57,3000.65,3331.77
101601563,1172985083,1172966009,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,54.00548305496427,356.5924215477883,2733.05,3298.6,2729.84,3352.51
101601830,1172993712,1172993700,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,52.26626105912798,147.17463516532962,2545.58,2986.73,2572.08,2945.65
101601831,1172993763,1172993711,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,231.57996428125293,85.7810879293433,2458.81,3065.47,2688.18,3082.39
101601832#0,1172993753,7900125515,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,90.44917818554227,111.23238341198476,2462.26,2971.52,2537.03,2942.47
101601832#1,7900125515,1172993700,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,35.193961129716314,84.81588854788316,2537.03,2942.47,2572.08,2945.65
101601832#2,1172993700,1172993756,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,144.61696564305856,70.35468193157834,2572.08,2945.65,2700.1,2991.35
101604496#0,1173023819,1173023737,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,78.90589165383878,352.726374322798,2803.66,3004.45,2793.67,3082.72
101604496#1,1173023737,1162051803,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,63.9751795628697,323.6956528970088,2793.67,3082.72,2756.48,3133.34
101604497,1173023825,1173023819,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,13.338804294238363,51.29994181961058,2793.25,2996.11,2803.66,3004.45
101604499,1161512966,1173023823,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,58.84398162544179,65.23721446405551,2745.14,2814.14,2798.08,2838.56
101604502,1173023772,1173023737,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,101.60311331863849,305.5585020185465,2858.72,3036.22,2793.67,3082.72
101604503,1173023822,1173023796,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.37047347581389,81.22642474013452,2692.47,3050.28,2725.45,3055.37
101604506,1173023799,1173023875,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,20.93425318094815,233.91414876736113,2718.46,2845.49,2702.16,2833.61
101604508,1173023769,1173023823,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,161.78632937136982,206.66594242672406,2852.79,2947.5,2798.08,2838.56
101604511,1173023845,1173023772,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,12.345752305955147,54.09546159002565,2848.72,3028.98,2858.72,3036.22
101604513#0,1173023842,1173023796,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,53.206000601436074,173.27569360815994,2719.22,3108.21,2725.45,3055.37
101604513#1,1173023796,1173023849,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,57.22241693602248,173.28606850566212,2725.45,3055.37,2732.14,2998.54
101604518,1173023750,1173023772,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,12.30205267424924,286.0925374855309,2870.54,3032.81,2858.72,3036.22
101604521,854696199,1173023875,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,180.7843952957199,102.88516939970316,2529.27,2873.16,2702.16,2833.61
101605219,1173027927,1173027844,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,350.7609328445753,56.319521725732045,2497.9,2657.12,2635.8,2749.02
101605947#0,1173042983,1173043032,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,46.90866457664738,166.23970517401176,2334.3,2947.95,2345.32,2902.95
101605947#1,1173043032,4171701403,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,93.59911339671393,158.92952677563687,2345.32,2902.95,2378.97,2815.61
101605947#2,4171701403,1173043020,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.292727969186608,158.70927625580384,2378.97,2815.61,2388.88,2790.18
101605948,1173042905,1173043021,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,129.57932453573216,246.3752174912304,2354.13,2667.6,2236.39,2616.1
101605949,1173043012,1173043032,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.465660378006337,247.63688518108083,2370.72,2913.4,2345.32,2902.95
101605950,1173042914,1173042988,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,37.063757229940826,162.50856904181796,2210.69,2740.63,2221.83,2705.28
101605951#0,1161680870,1173043021,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,71.41985513547898,337.917030057096,2263.24,2549.92,2236.39,2616.1
101605951#1,1173043021,1173042949,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,68.43934632486764,344.977864851719,2236.39,2616.1,2218.78,2681.72
101605951#2,1173042949,1173042988,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.904143245897238,7.3762988958445135,2218.78,2681.72,2221.83,2705.28
101605951#3,1173042988,1173043020,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,189.52270408696182,63.05890793674331,2221.83,2705.28,2388.88,2790.18
101605951#4,1173043020,1353867616,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,2.8887713651309777,66.54097591853753,2388.88,2790.18,2391.53,2791.33
101605951#5,1353867616,1173043030,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,85.36154415575264,41.433246582709955,2391.53,2791.33,2442.15,2848.68
101606546,1173049317,1173042949,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,95.06650265832101,57.381785323558915,2139.73,2631.13,2218.78,2681.72
101606547#0,1173049311,1173049317,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,116.51014616977452,8.678757743854135,2125.98,2541.05,2139.73,2631.13
101606547#1,1173049317,1173049296,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,5.065816814690478,311.39872188277445,2139.73,2631.13,2135.93,2634.48
101606547#2,1173049296,1173049308,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,85.12545847144344,323.07290056804186,2135.93,2634.48,2085.38,2701.74
101606549,1173049282,1173049296,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,47.6959641898554,65.9338359654248,2092.38,2615.03,2135.93,2634.48
101607098#0,1173060722,1173060679,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,105.50735186319672,65.20133697286667,3222.96,3119.19,3318.71,3163.43
101607098#1,1173060679,5518678795,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,63.706014565919396,69.41131901360745,3318.71,3163.43,3378.34,3185.83
101607098#2,5518678795,1173060728,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,54.15859119290304,69.99248960446937,3378.34,3185.83,3429.23,3204.36
101607099,1173060750,1173060688,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,47.95119096089335,100.91026735037292,3164.79,3190.83,3211.17,3181.89
101607101,1173060688,1173060750,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,48.47452191104365,280.9102673503729,3211.17,3181.89,3164.79,3190.83
101607105,1173060683,1173060750,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,99.06512538424722,101.99284785570603,3068.38,3211.31,3164.79,3190.83
101607107,1173060688,1173060679,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,109.13719233877563,99.74029563356419,3211.17,3181.89,3318.71,3163.43
101607962,1173080080,1173080042,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,35.769401915576104,289.5848644319463,3334.09,3292.38,3300.39,3304.37
101607963,1173080042,1173080038,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.50203245529726,171.1148245700174,3300.39,3304.37,3304.02,3281.15
101607964#0,1173079961,1173080084,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,52.47746108076578,201.17534605612963,3431.35,3281.17,3413.67,3235.53
101607964#1,1173080084,1173080077,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,161.51306238086346,278.05783414143315,3413.67,3235.53,3264.91,3256.59
101607965,1173080084,1173060728,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,34.837946551837426,153.4717240293695,3413.67,3235.53,3429.23,3204.36
101607966#0,1173079957,1173080036,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,179.21849847085974,66.09820410341933,3114.55,3275.96,3221.46,3323.34
101607966#1,1173080036,1173080042,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,81.73036901771422,103.51412661257456,3221.46,3323.34,3300.39,3304.37
101607967#0,1173080080,1173100644,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,34.47254704833983,91.54591247857468,3334.09,3292.38,3368.55,3291.45
101607967#1,1173100644,1173079961,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,63.87661706355675,99.29653969802052,3368.55,3291.45,3431.35,3281.17
101607968,1173080038,1173080080,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,32.09857058854314,69.52125441781936,3304.02,3281.15,3334.09,3292.38
101607969#0,1173080077,1173079957,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,153.79199626922252,277.3406509092501,3264.91,3256.59,3114.55,3275.96
101607969#1,1173079957,1173079964,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,36.773708915640974,274.2110704448771,3114.55,3275.96,3077.88,3278.66
101608824,1173100644,1173100571,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,76.7772906543788,10.590863196215992,3368.55,3291.45,3382.48,3365.95
101608827,1173100704,1173100648,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,92.9323759515491,188.58960271865612,3229.28,3495.07,3215.4,3403.18
101608828,1173100675,1173080036,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,72.09425566576024,191.32707709891693,3235.62,3394.03,3221.46,3323.34
101608956,1173104961,1173104957,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,45.64972018461846,156.60033750455364,3247.22,3543.29,3265.2,3501.74
101608959,1173104966,1173104959,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,42.11121584566281,19.360034977264945,3103.63,3419.14,3117.59,3458.87
101608960,1173104954,1173104964,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,40.45292696455966,145.83067830348415,3061.35,3580.93,3084.07,3547.46
101609494#0,1173126305,1173126293,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,10.828854971786832,280.42788999542705,3479.91,3444.13,3469.26,3446.09
101609494#1,1173126293,1173126311,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,36.91314129141559,280.457560809004,3469.26,3446.09,3432.96,3452.79
101609495,1173126250,1173126293,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,47.632446924338964,190.59748770716305,3478.02,3492.91,3469.26,3446.09
101609498#0,1173104964,1173104959,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,131.8266614849575,159.2747469476103,3084.07,3547.46,3117.59,3458.87
101609498#1,1173104959,1173100648,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,116.85922466034492,119.6558529596648,3117.59,3458.87,3215.4,3403.18
101609498#2,1173100648,1173100675,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,22.778956778259676,114.34781025798327,3215.4,3403.18,3235.62,3394.03
101609498#3,1173100675,1173100571,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,152.16484097032682,100.82445032912835,3235.62,3394.03,3382.48,3365.95
101609498#4,1173100571,1173100607,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,66.26453287581333,36.58108139752005,3382.48,3365.95,3419.84,3416.29
101609498#5,1173100607,1173126245,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,138.321147996762,134.19280515724182,3419.84,3416.29,3512.33,3326.37
101611060,171982071,1173132981,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,162.91550125066166,346.2401211625538,3214.12,2730.24,3175.37,2888.48
101611062#0,1173133018,1173132978,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,69.84257973218085,32.95164878177627,3226.94,2870.67,3228.93,2873.74
101611062#1,1173132978,1173133018,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,3.6585516259849804,212.95164878177627,3228.93,2873.74,3226.94,2870.67
101611066,1173132978,1173132972,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,51.69676708911752,293.6541294449397,3228.93,2873.74,3181.58,2894.48
101611597#0,1173138525,1173138528,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,7.8783564275803135,79.24631975306158,3153.36,2994.28,3161.1,2995.75
101611597#1,1173138528,1173138499,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,11.49388098076543,50.11783885040808,3161.1,2995.75,3169.92,3003.12
101611598,1173138500,1173138529,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,93.43120396891138,163.75304128248604,3410.67,2883.4,3436.81,2793.7
101611599,1173138502,1173138504,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,68.56227607073728,141.5437885656561,3223.83,3032.32,3266.47,2978.63
101611600,1173138528,1173138519,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,88.47978534553623,144.0254802687914,3161.1,2995.75,3212.6,2924.8
101611601,1173138496,1173138521,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,39.35119750296425,140.96303859210138,3315.75,3087.94,3336.67,3062.14
101746498#0,1174770056,1174770118,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,167.70561397342178,184.7778364628846,2745.74,2245.46,2731.78,2078.44
101746498#1,1174770118,1174770088,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,78.11346874899372,188.8666180658445,2731.78,2078.44,2719.74,2001.26
101746498#2,1174770088,1174770038,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,231.3067703209433,179.60341807249017,2719.74,2001.26,2721.33,1771.55
101746504,1174770116,1174770097,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,50.910828907021205,206.63048027141156,2836.97,2032.15,2814.15,1986.64
101746508#0,1174770175,1174770097,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,120.96517239060158,269.4594430303786,2929.68,1987.73,2814.15,1986.64
101746508#1,1174770097,1174770088,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,95.59196478196061,278.8027024819893,2814.15,1986.64,2719.74,2001.26
101746512,1174770041,1174770044,2,highway.living_street,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,living_street,87.76366959055416,251.83549730446293,2881.43,2076.2,2798.04,2048.84
101746514,1174787430,1174770038,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,523.3940498921835,121.64721566675075,2356.84,1996.2,2721.33,1771.55
101746516#0,1351131454,1174770116,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,131.1776382602897,259.14717026987216,2963.72,2056.45,2836.97,2032.15
101746516#1,1174770116,1174770044,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,42.356829437529775,293.20569520448095,2836.97,2032.15,2798.04,2048.84
101746516#2,1174770044,6400229567,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,6.486539909689923,293.24498384724376,2798.04,2048.84,2792.08,2051.4
101746516#3,6400229567,1174770118,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,66.08518442132068,294.152634980485,2792.08,2051.4,2731.78,2078.44
101749449#0,1174787449,1174787430,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,100.59755306355257,271.20883524429473,2456.36,1994.1,2356.84,1996.2
101749449#1,1174787430,1171052112,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.323089616645388,337.2855876468305,2356.84,1996.2,2353.24,2004.8
101749451,1174787483,1174787428,2,highway.living_street,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,living_street,139.4211405066491,357.983523925494,2881.56,2136.53,2876.76,2272.86
101749453,847832096,1174787539,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,176.08237673604256,194.07657556003502,3509.29,2594.26,3471.58,2443.87
101749458#0,1174787286,1174787467,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,84.7772959919424,173.44390325749475,2329.67,2149.33,2339.34,2065.19
101749458#1,1174787467,1171052112,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,61.969041464266674,167.03795455618592,2339.34,2065.19,2353.24,2004.8
101749462,1174787519,1174787379,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,135.73654524164536,248.05521374776134,3234.27,2387.99,3157.18,2356.93
101749465,1174787295,1174787301,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,136.83414771351715,38.194950098398465,3483.3,2279.82,3556.62,2373.01
101752970#0,1174807042,1174807079,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,137.27777294821166,83.19120339651374,1697.45,2061.29,1830.45,2077.17
101752970#1,1174807079,1174807050,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.069349914448615,96.90434132185965,1830.45,2077.17,1885.12,2070.55
101752970#2,1174807050,1174807080,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,143.6185249999532,108.80533546144477,1885.12,2070.55,2019.41,2024.82
101752971#0,1174807103,1174816324,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,22.40523703528808,54.542940532375155,2419.94,1550.74,2438.11,1563.68
101752971#1,1174816324,1843278669,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,22.225966970445036,75.93874746359967,2438.11,1563.68,2459.67,1569.08
101752974#0,1174807075,1174807011,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,48.78929719455629,340.499519279355,2172.0,1391.24,2156.73,1434.36
101752974#1,1174807011,1174807075,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,92.99904941363393,160.499519279355,2156.73,1434.36,2172.0,1391.24
101752975#0,1174807011,1174816242,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,20.269273488704023,49.04660740432922,2156.73,1434.36,2171.26,1446.97
101752975#1,1174816242,1174807102,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,64.72871387568235,59.75885462370945,2171.26,1446.97,2227.18,1479.57
101752975#2,1174807102,1174807103,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,218.9044092412437,69.73506714456778,2227.18,1479.57,2419.94,1550.74
101752976,1174807045,1174807079,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.032049752848636,3.6568652114137876,1826.94,2022.25,1830.45,2077.17
101752978,1174807025,1174807050,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,31.867255922027798,5.510221528653062,1882.06,2038.83,1885.12,2070.55
101754276#0,1174876451,1174816295,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,107.14724914807664,148.3080708531822,2084.76,1589.03,2141.05,1497.86
101754276#1,1174816295,1174816326,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,65.09949692585975,239.65360171344832,2141.05,1497.86,2084.87,1464.97
101754278#0,1174816274,1174816243,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,28.155330012380603,159.87771653798563,2414.34,1596.82,2424.02,1570.4
101754278#1,1174816243,1174807103,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,20.339137948667577,191.72405767919687,2424.02,1570.4,2419.94,1550.74
101754281#0,1174816324,1843278694,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,14.738551656571712,11.744502907352228,2438.11,1563.68,2441.11,1578.11
101754281#1,1843278694,603129721,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,6.15137383029199,358.7890500403567,2441.11,1578.11,2440.98,1584.26
101754282#0,603129721,1843278697,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,6.549175520628696,237.28054320809542,2440.98,1584.26,2435.47,1580.72
101754282#1,1843278697,1174816243,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,15.41443803711295,227.97134490881143,2435.47,1580.72,2424.02,1570.4
101765339#0,1174876398,1174876495,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,19.654517782667945,40.97173633351525,2002.6,1530.97,2015.47,1545.79
101765339#1,1174876495,1174876451,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,81.6897399088206,58.03402752538585,2015.47,1545.79,2084.76,1589.03
101765339#2,1174876451,1175009460,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,8.098802380599158,52.32357142848565,2084.76,1589.03,2091.17,1593.98
101765339#3,1175009460,4724398125,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,48.53156189532741,55.19657933980011,2091.17,1593.98,2131.02,1621.68
101765339#4,4724398125,1174895898,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,141.68998906062487,57.327215725802716,2131.02,1621.68,2250.29,1698.17
101765339#5,1174895898,4171369860,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.8655207667919,57.71143376874687,2250.29,1698.17,2258.63,1703.44
101765339#6,4171369860,1174876456,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,42.48854955140627,48.26333131823526,2258.63,1703.44,2289.96,1731.39
101765343,1174876504,1174876495,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,73.01000418333525,94.09815732685269,1953.78,1550.21,2015.47,1545.79
101767908#0,1174895762,1174895853,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,16.244965728929706,14.504422426922133,1797.59,1815.96,1801.53,1831.19
